,Drug_1,Drug_2,Correlation
6236,NVP-TAE684,Tandutinib (MLN518),-1080.0
6237,NVP-TAE684,TG100-115,-670.0
6238,NVP-TAE684,TG101348,201.0
6239,NVP-TAE684,Tivozanib (AV-951),-1220.0
6240,NVP-TAE684,Tofacitinib (CP-690550),-437.0
6241,NVP-TAE684,Tozasertib (VX-680),-1182.0
6242,NVP-TAE684,Trametinib (GSK1120212),-290.0
6243,NVP-TAE684,Vandetanib (ZD6474),1858.0
6244,NVP-TAE684,Vargetef,-2327.0
6245,NVP-TAE684,Vatalanib (PTK787),-1588.0
6246,NVP-TAE684,Vemurafenib (PLX-4032),-1626.0
6247,NVP-TAE684,Venetoclax,-1667.0
6248,NVP-TAE684,Vismodegib (GDC-0449),-587.0
6249,NVP-TAE684,Volasertib (BI-6727),-809.0
6250,NVP-TAE684,VX-745,-1263.0
6251,NVP-TAE684,XAV-939,-937.0
6252,NVP-TAE684,YM-155,-804.0
6253,Palbociclib,Panobinostat,-568.0
6254,Palbociclib,Pazopanib (GW786034),-853.0
6255,Palbociclib,PD173955,-578.0
6256,Palbociclib,Pelitinib (EKB-569),-1346.0
6257,Palbociclib,PHA-665752,-950.0
6258,Palbociclib,PHT-427,-522.0
6259,Palbociclib,PI-103,-140.0
6260,Palbociclib,PLX-4720,-468.0
6261,Palbociclib,Ponatinib (AP24534),-850.0
6262,Palbociclib,PP242,-857.0
6263,Palbociclib,PRT062607,-1256.0
6264,Palbociclib,Quizartinib (AC220),-1225.0
6265,Palbociclib,RAF265 (CHIR-265),-1094.0
6266,Palbociclib,Rapamycin,-154.0
6267,Palbociclib,Regorafenib (BAY 73-4506),-1302.0
6268,Palbociclib,Roscovitine (CYC-202),-1328.0
6269,Palbociclib,Ruxolitinib (INCB018424),-366.0
6270,Palbociclib,S31-201,-399.0
6271,Palbociclib,Saracatinib (AZD0530),-731.0
6272,Palbociclib,SB-431542,-238.0
6273,Palbociclib,Selinexor,-666.0
6274,Palbociclib,Selumetinib (AZD6244),-537.0
6275,Palbociclib,SGX-523,-1016.0
6276,Palbociclib,SNS-032 (BMS-387032),-152.0
6277,Palbociclib,Sorafenib,-1101.0
6278,Palbociclib,SR9011,-1464.0
6279,Palbociclib,Staurosporine,-328.0
6280,Palbociclib,STO609,-656.0
6281,Palbociclib,SU11274,-1558.0
6282,Palbociclib,Sunitinib,-696.0
6283,Palbociclib,Tandutinib (MLN518),-191.0
6284,Palbociclib,TG100-115,-889.0
6285,Palbociclib,TG101348,-264.0
6286,Palbociclib,Tivozanib (AV-951),-1011.0
6287,Palbociclib,Tofacitinib (CP-690550),-586.0
6288,Palbociclib,Tozasertib (VX-680),-891.0
6289,Palbociclib,Trametinib (GSK1120212),-532.0
6290,Palbociclib,Vandetanib (ZD6474),-1474.0
6291,Palbociclib,Vargetef,-1094.0
6292,Palbociclib,Vatalanib (PTK787),-1014.0
6293,Palbociclib,Vemurafenib (PLX-4032),-1486.0
6294,Palbociclib,Venetoclax,-1899.0
6295,Palbociclib,Vismodegib (GDC-0449),-567.0
6296,Palbociclib,Volasertib (BI-6727),-1493.0
6297,Palbociclib,VX-745,-532.0
6298,Palbociclib,XAV-939,-218.0
6299,Palbociclib,YM-155,-629.0
6300,Panobinostat,Pazopanib (GW786034),-234.0
6301,Panobinostat,PD173955,-2104.0
6302,Panobinostat,Pelitinib (EKB-569),-318.0
6303,Panobinostat,PHA-665752,-383.0
6304,Panobinostat,PHT-427,-717.0
6305,Panobinostat,PI-103,-1196.0
6306,Panobinostat,PLX-4720,-736.0
6307,Panobinostat,Ponatinib (AP24534),-441.0
6308,Panobinostat,PP242,-857.0
6309,Panobinostat,PRT062607,-956.0
6310,Panobinostat,Quizartinib (AC220),-415.0
6311,Panobinostat,RAF265 (CHIR-265),-311.0
6312,Panobinostat,Rapamycin,-1840.0
6313,Panobinostat,Regorafenib (BAY 73-4506),-225.0
6314,Panobinostat,Roscovitine (CYC-202),-232.0
6315,Panobinostat,Ruxolitinib (INCB018424),-2179.0
6316,Panobinostat,S31-201,-1176.0
6317,Panobinostat,Saracatinib (AZD0530),-372.0
6318,Panobinostat,SB-431542,-1987.0
6319,Panobinostat,Selinexor,-303.0
6320,Panobinostat,Selumetinib (AZD6244),-3063.0
6321,Panobinostat,SGX-523,-162.0
6322,Panobinostat,SNS-032 (BMS-387032),-2254.0
6323,Panobinostat,Sorafenib,-145.0
6324,Panobinostat,SR9011,-248.0
6325,Panobinostat,Staurosporine,-1946.0
6326,Panobinostat,STO609,-1167.0
6327,Panobinostat,SU11274,-652.0
6328,Panobinostat,Sunitinib,-139.0
6329,Panobinostat,Tandutinib (MLN518),-611.0
6330,Panobinostat,TG100-115,-1313.0
6331,Panobinostat,TG101348,-789.0
6332,Panobinostat,Tivozanib (AV-951),-469.0
6333,Panobinostat,Tofacitinib (CP-690550),-1885.0
6334,Panobinostat,Tozasertib (VX-680),-724.0
6335,Panobinostat,Trametinib (GSK1120212),-2307.0
6336,Panobinostat,Vandetanib (ZD6474),-191.0
6337,Panobinostat,Vargetef,-106.0
6338,Panobinostat,Vatalanib (PTK787),-478.0
6339,Panobinostat,Vemurafenib (PLX-4032),0
6340,Panobinostat,Venetoclax,-88.0
6341,Panobinostat,Vismodegib (GDC-0449),-1215.0
6342,Panobinostat,Volasertib (BI-6727),-1226.0
6343,Panobinostat,VX-745,-624.0
6344,Panobinostat,XAV-939,-2131.0
6345,Panobinostat,YM-155,-1139.0
6346,Pazopanib (GW786034),PD173955,692.0
6347,Pazopanib (GW786034),Pelitinib (EKB-569),-1107.0
6348,Pazopanib (GW786034),PHA-665752,-1123.0
6349,Pazopanib (GW786034),PHT-427,-774.0
6350,Pazopanib (GW786034),PI-103,-706.0
6351,Pazopanib (GW786034),PLX-4720,-876.0
6352,Pazopanib (GW786034),Ponatinib (AP24534),703.0
6353,Pazopanib (GW786034),PP242,-1323.0
6354,Pazopanib (GW786034),PRT062607,-1240.0
6355,Pazopanib (GW786034),Quizartinib (AC220),1074.0
6356,Pazopanib (GW786034),RAF265 (CHIR-265),-1033.0
6357,Pazopanib (GW786034),Rapamycin,-1038.0
6358,Pazopanib (GW786034),Regorafenib (BAY 73-4506),1104.0
6359,Pazopanib (GW786034),Roscovitine (CYC-202),-967.0
6360,Pazopanib (GW786034),Ruxolitinib (INCB018424),-579.0
6361,Pazopanib (GW786034),S31-201,-974.0
6362,Pazopanib (GW786034),Saracatinib (AZD0530),-1868.0
6363,Pazopanib (GW786034),SB-431542,-743.0
6364,Pazopanib (GW786034),Selinexor,-368.0
6365,Pazopanib (GW786034),Selumetinib (AZD6244),-617.0
6366,Pazopanib (GW786034),SGX-523,-927.0
6367,Pazopanib (GW786034),SNS-032 (BMS-387032),-643.0
6368,Pazopanib (GW786034),Sorafenib,1105.0
6369,Pazopanib (GW786034),SR9011,-951.0
6370,Pazopanib (GW786034),Staurosporine,-177.0
6371,Pazopanib (GW786034),STO609,-1076.0
6372,Pazopanib (GW786034),SU11274,-1023.0
6373,Pazopanib (GW786034),Sunitinib,1313.0
6374,Pazopanib (GW786034),Tandutinib (MLN518),603.0
6375,Pazopanib (GW786034),TG100-115,-809.0
6376,Pazopanib (GW786034),TG101348,-538.0
6377,Pazopanib (GW786034),Tivozanib (AV-951),1612.0
6378,Pazopanib (GW786034),Tofacitinib (CP-690550),-692.0
6379,Pazopanib (GW786034),Tozasertib (VX-680),1170.0
6380,Pazopanib (GW786034),Trametinib (GSK1120212),-757.0
6381,Pazopanib (GW786034),Vandetanib (ZD6474),1670.0
6382,Pazopanib (GW786034),Vargetef,-1721.0
6383,Pazopanib (GW786034),Vatalanib (PTK787),821.0
6384,Pazopanib (GW786034),Vemurafenib (PLX-4032),-815.0
6385,Pazopanib (GW786034),Venetoclax,-1201.0
6386,Pazopanib (GW786034),Vismodegib (GDC-0449),-663.0
6387,Pazopanib (GW786034),Volasertib (BI-6727),-891.0
6388,Pazopanib (GW786034),VX-745,-1052.0
6389,Pazopanib (GW786034),XAV-939,-293.0
6390,Pazopanib (GW786034),YM-155,-617.0
6391,PD173955,Pelitinib (EKB-569),-547.0
6392,PD173955,PHA-665752,-425.0
6393,PD173955,PHT-427,-540.0
6394,PD173955,PI-103,-1773.0
6395,PD173955,PLX-4720,-1447.0
6396,PD173955,Ponatinib (AP24534),873.0
6397,PD173955,PP242,-908.0
6398,PD173955,PRT062607,-961.0
6399,PD173955,Quizartinib (AC220),726.0
6400,PD173955,RAF265 (CHIR-265),534.0
6401,PD173955,Rapamycin,-2387.0
6402,PD173955,Regorafenib (BAY 73-4506),642.0
6403,PD173955,Roscovitine (CYC-202),-430.0
6404,PD173955,Ruxolitinib (INCB018424),-2612.0
6405,PD173955,S31-201,-1390.0
6406,PD173955,Saracatinib (AZD0530),-419.0
6407,PD173955,SB-431542,-2473.0
6408,PD173955,Selinexor,-421.0
6409,PD173955,Selumetinib (AZD6244),2332.0
6410,PD173955,SGX-523,-887.0
6411,PD173955,SNS-032 (BMS-387032),-2882.0
6412,PD173955,Sorafenib,672.0
6413,PD173955,SR9011,-227.0
6414,PD173955,Staurosporine,-2458.0
6415,PD173955,STO609,-1241.0
6416,PD173955,SU11274,-561.0
6417,PD173955,Sunitinib,587.0
6418,PD173955,Tandutinib (MLN518),798.0
6419,PD173955,TG100-115,-1061.0
6420,PD173955,TG101348,937.0
6421,PD173955,Tivozanib (AV-951),-1048.0
6422,PD173955,Tofacitinib (CP-690550),-2350.0
6423,PD173955,Tozasertib (VX-680),896.0
6424,PD173955,Trametinib (GSK1120212),2111.0
6425,PD173955,Vandetanib (ZD6474),564.0
6426,PD173955,Vargetef,-650.0
6427,PD173955,Vatalanib (PTK787),998.0
6428,PD173955,Vemurafenib (PLX-4032),254.0
6429,PD173955,Venetoclax,-383.0
6430,PD173955,Vismodegib (GDC-0449),-1187.0
6431,PD173955,Volasertib (BI-6727),-973.0
6432,PD173955,VX-745,-1158.0
6433,PD173955,XAV-939,-2214.0
6434,PD173955,YM-155,-1588.0
6435,Pelitinib (EKB-569),PHA-665752,-1279.0
6436,Pelitinib (EKB-569),PHT-427,-826.0
6437,Pelitinib (EKB-569),PI-103,-448.0
6438,Pelitinib (EKB-569),PLX-4720,-802.0
6439,Pelitinib (EKB-569),Ponatinib (AP24534),-960.0
6440,Pelitinib (EKB-569),PP242,-1045.0
6441,Pelitinib (EKB-569),PRT062607,-1292.0
6442,Pelitinib (EKB-569),Quizartinib (AC220),-822.0
6443,Pelitinib (EKB-569),RAF265 (CHIR-265),-1653.0
6444,Pelitinib (EKB-569),Rapamycin,-289.0
6445,Pelitinib (EKB-569),Regorafenib (BAY 73-4506),-1693.0
6446,Pelitinib (EKB-569),Roscovitine (CYC-202),-2032.0
6447,Pelitinib (EKB-569),Ruxolitinib (INCB018424),-558.0
6448,Pelitinib (EKB-569),S31-201,-540.0
6449,Pelitinib (EKB-569),Saracatinib (AZD0530),-1209.0
6450,Pelitinib (EKB-569),SB-431542,-515.0
6451,Pelitinib (EKB-569),Selinexor,-712.0
6452,Pelitinib (EKB-569),Selumetinib (AZD6244),-404.0
6453,Pelitinib (EKB-569),SGX-523,-1300.0
6454,Pelitinib (EKB-569),SNS-032 (BMS-387032),-179.0
6455,Pelitinib (EKB-569),Sorafenib,-1260.0
6456,Pelitinib (EKB-569),SR9011,-1501.0
6457,Pelitinib (EKB-569),Staurosporine,-230.0
6458,Pelitinib (EKB-569),STO609,-803.0
6459,Pelitinib (EKB-569),SU11274,-1457.0
6460,Pelitinib (EKB-569),Sunitinib,-574.0
6461,Pelitinib (EKB-569),Tandutinib (MLN518),-392.0
6462,Pelitinib (EKB-569),TG100-115,-661.0
6463,Pelitinib (EKB-569),TG101348,-296.0
6464,Pelitinib (EKB-569),Tivozanib (AV-951),-901.0
6465,Pelitinib (EKB-569),Tofacitinib (CP-690550),-436.0
6466,Pelitinib (EKB-569),Tozasertib (VX-680),-853.0
6467,Pelitinib (EKB-569),Trametinib (GSK1120212),-257.0
6468,Pelitinib (EKB-569),Vandetanib (ZD6474),1464.0
6469,Pelitinib (EKB-569),Vargetef,-1423.0
6470,Pelitinib (EKB-569),Vatalanib (PTK787),-1292.0
6471,Pelitinib (EKB-569),Vemurafenib (PLX-4032),-1491.0
6472,Pelitinib (EKB-569),Venetoclax,-1476.0
6473,Pelitinib (EKB-569),Vismodegib (GDC-0449),-793.0
6474,Pelitinib (EKB-569),Volasertib (BI-6727),-1175.0
6475,Pelitinib (EKB-569),VX-745,-901.0
6476,Pelitinib (EKB-569),XAV-939,-209.0
6477,Pelitinib (EKB-569),YM-155,-657.0
6478,PHA-665752,PHT-427,-784.0
6479,PHA-665752,PI-103,-786.0
6480,PHA-665752,PLX-4720,-612.0
6481,PHA-665752,Ponatinib (AP24534),1284.0
6482,PHA-665752,PP242,-688.0
6483,PHA-665752,PRT062607,-496.0
6484,PHA-665752,Quizartinib (AC220),-1158.0
6485,PHA-665752,RAF265 (CHIR-265),-1600.0
6486,PHA-665752,Rapamycin,-586.0
6487,PHA-665752,Regorafenib (BAY 73-4506),-1024.0
6488,PHA-665752,Roscovitine (CYC-202),-1494.0
6489,PHA-665752,Ruxolitinib (INCB018424),-199.0
6490,PHA-665752,S31-201,-1168.0
6491,PHA-665752,Saracatinib (AZD0530),-1232.0
6492,PHA-665752,SB-431542,-998.0
6493,PHA-665752,Selinexor,-763.0
6494,PHA-665752,Selumetinib (AZD6244),-418.0
6495,PHA-665752,SGX-523,1184.0
6496,PHA-665752,SNS-032 (BMS-387032),-497.0
6497,PHA-665752,Sorafenib,-1017.0
6498,PHA-665752,SR9011,-1030.0
6499,PHA-665752,Staurosporine,-190.0
6500,PHA-665752,STO609,-1051.0
6501,PHA-665752,SU11274,-1208.0
6502,PHA-665752,Sunitinib,-1081.0
6503,PHA-665752,Tandutinib (MLN518),-806.0
6504,PHA-665752,TG100-115,-540.0
6505,PHA-665752,TG101348,-341.0
6506,PHA-665752,Tivozanib (AV-951),-810.0
6507,PHA-665752,Tofacitinib (CP-690550),-304.0
6508,PHA-665752,Tozasertib (VX-680),-1113.0
6509,PHA-665752,Trametinib (GSK1120212),-619.0
6510,PHA-665752,Vandetanib (ZD6474),-1342.0
6511,PHA-665752,Vargetef,-1710.0
6512,PHA-665752,Vatalanib (PTK787),-1381.0
6513,PHA-665752,Vemurafenib (PLX-4032),-1411.0
6514,PHA-665752,Venetoclax,-975.0
6515,PHA-665752,Vismodegib (GDC-0449),-592.0
6516,PHA-665752,Volasertib (BI-6727),-669.0
6517,PHA-665752,VX-745,-940.0
6518,PHA-665752,XAV-939,-497.0
6519,PHA-665752,YM-155,-198.0
6520,PHT-427,PI-103,-525.0
6521,PHT-427,PLX-4720,-583.0
6522,PHT-427,Ponatinib (AP24534),-409.0
6523,PHT-427,PP242,-659.0
6524,PHT-427,PRT062607,-906.0
6525,PHT-427,Quizartinib (AC220),-256.0
6526,PHT-427,RAF265 (CHIR-265),-614.0
6527,PHT-427,Rapamycin,-679.0
6528,PHT-427,Regorafenib (BAY 73-4506),-1039.0
6529,PHT-427,Roscovitine (CYC-202),-600.0
6530,PHT-427,Ruxolitinib (INCB018424),-491.0
6531,PHT-427,S31-201,-830.0
6532,PHT-427,Saracatinib (AZD0530),-851.0
6533,PHT-427,SB-431542,-424.0
6534,PHT-427,Selinexor,-1040.0
6535,PHT-427,Selumetinib (AZD6244),-625.0
6536,PHT-427,SGX-523,-584.0
6537,PHT-427,SNS-032 (BMS-387032),-338.0
6538,PHT-427,Sorafenib,-729.0
6539,PHT-427,SR9011,-647.0
6540,PHT-427,Staurosporine,-633.0
6541,PHT-427,STO609,-768.0
6542,PHT-427,SU11274,-727.0
6543,PHT-427,Sunitinib,-513.0
6544,PHT-427,Tandutinib (MLN518),-478.0
6545,PHT-427,TG100-115,-1193.0
6546,PHT-427,TG101348,-1036.0
6547,PHT-427,Tivozanib (AV-951),-914.0
6548,PHT-427,Tofacitinib (CP-690550),-845.0
6549,PHT-427,Tozasertib (VX-680),-600.0
6550,PHT-427,Trametinib (GSK1120212),-616.0
6551,PHT-427,Vandetanib (ZD6474),-600.0
6552,PHT-427,Vargetef,-789.0
6553,PHT-427,Vatalanib (PTK787),-905.0
6554,PHT-427,Vemurafenib (PLX-4032),-480.0
6555,PHT-427,Venetoclax,-939.0
6556,PHT-427,Vismodegib (GDC-0449),-1073.0
6557,PHT-427,Volasertib (BI-6727),-579.0
6558,PHT-427,VX-745,-1013.0
6559,PHT-427,XAV-939,-869.0
6560,PHT-427,YM-155,-854.0
6561,PI-103,PLX-4720,-928.0
6562,PI-103,Ponatinib (AP24534),-951.0
6563,PI-103,PP242,859.0
6564,PI-103,PRT062607,-1156.0
6565,PI-103,Quizartinib (AC220),-978.0
6566,PI-103,RAF265 (CHIR-265),-963.0
6567,PI-103,Rapamycin,1928.0
6568,PI-103,Regorafenib (BAY 73-4506),-1033.0
6569,PI-103,Roscovitine (CYC-202),-578.0
6570,PI-103,Ruxolitinib (INCB018424),-1452.0
6571,PI-103,S31-201,-667.0
6572,PI-103,Saracatinib (AZD0530),-791.0
6573,PI-103,SB-431542,-1658.0
6574,PI-103,Selinexor,-459.0
6575,PI-103,Selumetinib (AZD6244),-1738.0
6576,PI-103,SGX-523,-805.0
6577,PI-103,SNS-032 (BMS-387032),-1705.0
6578,PI-103,Sorafenib,-590.0
6579,PI-103,SR9011,-422.0
6580,PI-103,Staurosporine,-1184.0
6581,PI-103,STO609,-895.0
6582,PI-103,SU11274,-535.0
6583,PI-103,Sunitinib,-721.0
6584,PI-103,Tandutinib (MLN518),-1006.0
6585,PI-103,TG100-115,1294.0
6586,PI-103,TG101348,-703.0
6587,PI-103,Tivozanib (AV-951),-1177.0
6588,PI-103,Tofacitinib (CP-690550),-1312.0
6589,PI-103,Tozasertib (VX-680),-1106.0
6590,PI-103,Trametinib (GSK1120212),-1412.0
6591,PI-103,Vandetanib (ZD6474),-553.0
6592,PI-103,Vargetef,-757.0
6593,PI-103,Vatalanib (PTK787),-1091.0
6594,PI-103,Vemurafenib (PLX-4032),-386.0
6595,PI-103,Venetoclax,-416.0
6596,PI-103,Vismodegib (GDC-0449),-1209.0
6597,PI-103,Volasertib (BI-6727),-853.0
6598,PI-103,VX-745,-1276.0
6599,PI-103,XAV-939,-1597.0
6600,PI-103,YM-155,-1657.0
6601,PLX-4720,Ponatinib (AP24534),-1221.0
6602,PLX-4720,PP242,-1440.0
6603,PLX-4720,PRT062607,-941.0
6604,PLX-4720,Quizartinib (AC220),-868.0
6605,PLX-4720,RAF265 (CHIR-265),-618.0
6606,PLX-4720,Rapamycin,-1363.0
6607,PLX-4720,Regorafenib (BAY 73-4506),-1044.0
6608,PLX-4720,Roscovitine (CYC-202),-624.0
6609,PLX-4720,Ruxolitinib (INCB018424),-1254.0
6610,PLX-4720,S31-201,-1128.0
6611,PLX-4720,Saracatinib (AZD0530),-1094.0
6612,PLX-4720,SB-431542,-894.0
6613,PLX-4720,Selinexor,-305.0
6614,PLX-4720,Selumetinib (AZD6244),-1147.0
6615,PLX-4720,SGX-523,-1202.0
6616,PLX-4720,SNS-032 (BMS-387032),-1270.0
6617,PLX-4720,Sorafenib,-497.0
6618,PLX-4720,SR9011,-404.0
6619,PLX-4720,Staurosporine,-935.0
6620,PLX-4720,STO609,-1049.0
6621,PLX-4720,SU11274,-422.0
6622,PLX-4720,Sunitinib,-860.0
6623,PLX-4720,Tandutinib (MLN518),-644.0
6624,PLX-4720,TG100-115,-941.0
6625,PLX-4720,TG101348,-883.0
6626,PLX-4720,Tivozanib (AV-951),-1135.0
6627,PLX-4720,Tofacitinib (CP-690550),-1114.0
6628,PLX-4720,Tozasertib (VX-680),-576.0
6629,PLX-4720,Trametinib (GSK1120212),-1240.0
6630,PLX-4720,Vandetanib (ZD6474),-813.0
6631,PLX-4720,Vargetef,-1012.0
6632,PLX-4720,Vatalanib (PTK787),-846.0
6633,PLX-4720,Vemurafenib (PLX-4032),-533.0
6634,PLX-4720,Venetoclax,-455.0
6635,PLX-4720,Vismodegib (GDC-0449),-1138.0
6636,PLX-4720,Volasertib (BI-6727),-725.0
6637,PLX-4720,VX-745,-927.0
6638,PLX-4720,XAV-939,-732.0
6639,PLX-4720,YM-155,-1105.0
6640,Ponatinib (AP24534),PP242,1370.0
6641,Ponatinib (AP24534),PRT062607,-1153.0
6642,Ponatinib (AP24534),Quizartinib (AC220),1873.0
6643,Ponatinib (AP24534),RAF265 (CHIR-265),-1087.0
6644,Ponatinib (AP24534),Rapamycin,-1073.0
6645,Ponatinib (AP24534),Regorafenib (BAY 73-4506),1781.0
6646,Ponatinib (AP24534),Roscovitine (CYC-202),-969.0
6647,Ponatinib (AP24534),Ruxolitinib (INCB018424),-1120.0
6648,Ponatinib (AP24534),S31-201,-634.0
6649,Ponatinib (AP24534),Saracatinib (AZD0530),-1460.0
6650,Ponatinib (AP24534),SB-431542,-1114.0
6651,Ponatinib (AP24534),Selinexor,-400.0
6652,Ponatinib (AP24534),Selumetinib (AZD6244),-710.0
6653,Ponatinib (AP24534),SGX-523,1252.0
6654,Ponatinib (AP24534),SNS-032 (BMS-387032),-783.0
6655,Ponatinib (AP24534),Sorafenib,1117.0
6656,Ponatinib (AP24534),SR9011,-829.0
6657,Ponatinib (AP24534),Staurosporine,-346.0
6658,Ponatinib (AP24534),STO609,-723.0
6659,Ponatinib (AP24534),SU11274,-843.0
6660,Ponatinib (AP24534),Sunitinib,1580.0
6661,Ponatinib (AP24534),Tandutinib (MLN518),1056.0
6662,Ponatinib (AP24534),TG100-115,-782.0
6663,Ponatinib (AP24534),TG101348,-541.0
6664,Ponatinib (AP24534),Tivozanib (AV-951),999.0
6665,Ponatinib (AP24534),Tofacitinib (CP-690550),-400.0
6666,Ponatinib (AP24534),Tozasertib (VX-680),938.0
6667,Ponatinib (AP24534),Trametinib (GSK1120212),-794.0
6668,Ponatinib (AP24534),Vandetanib (ZD6474),1155.0
6669,Ponatinib (AP24534),Vargetef,-1501.0
6670,Ponatinib (AP24534),Vatalanib (PTK787),1429.0
6671,Ponatinib (AP24534),Vemurafenib (PLX-4032),-1227.0
6672,Ponatinib (AP24534),Venetoclax,-907.0
6673,Ponatinib (AP24534),Vismodegib (GDC-0449),-822.0
6674,Ponatinib (AP24534),Volasertib (BI-6727),-480.0
6675,Ponatinib (AP24534),VX-745,-1279.0
6676,Ponatinib (AP24534),XAV-939,-756.0
6677,Ponatinib (AP24534),YM-155,-1031.0
6678,PP242,PRT062607,-1379.0
6679,PP242,Quizartinib (AC220),1003.0
6680,PP242,RAF265 (CHIR-265),-1121.0
6681,PP242,Rapamycin,983.0
6682,PP242,Regorafenib (BAY 73-4506),1589.0
6683,PP242,Roscovitine (CYC-202),-1043.0
6684,PP242,Ruxolitinib (INCB018424),-1151.0
6685,PP242,S31-201,-978.0
6686,PP242,Saracatinib (AZD0530),-2134.0
6687,PP242,SB-431542,-1142.0
6688,PP242,Selinexor,-535.0
6689,PP242,Selumetinib (AZD6244),-1013.0
6690,PP242,SGX-523,-1208.0
6691,PP242,SNS-032 (BMS-387032),-672.0
6692,PP242,Sorafenib,476.0
6693,PP242,SR9011,-832.0
6694,PP242,Staurosporine,-704.0
6695,PP242,STO609,-983.0
6696,PP242,SU11274,-1143.0
6697,PP242,Sunitinib,-1409.0
6698,PP242,Tandutinib (MLN518),-971.0
6699,PP242,TG100-115,1266.0
6700,PP242,TG101348,-709.0
6701,PP242,Tivozanib (AV-951),-1815.0
6702,PP242,Tofacitinib (CP-690550),-413.0
6703,PP242,Tozasertib (VX-680),619.0
6704,PP242,Trametinib (GSK1120212),-974.0
6705,PP242,Vandetanib (ZD6474),1107.0
6706,PP242,Vargetef,-1754.0
6707,PP242,Vatalanib (PTK787),-1203.0
6708,PP242,Vemurafenib (PLX-4032),-959.0
6709,PP242,Venetoclax,-837.0
6710,PP242,Vismodegib (GDC-0449),-1131.0
6711,PP242,Volasertib (BI-6727),-1329.0
6712,PP242,VX-745,-1316.0
6713,PP242,XAV-939,-867.0
6714,PP242,YM-155,-1302.0
6715,PRT062607,Quizartinib (AC220),-967.0
6716,PRT062607,RAF265 (CHIR-265),-975.0
6717,PRT062607,Rapamycin,-1529.0
6718,PRT062607,Regorafenib (BAY 73-4506),-1929.0
6719,PRT062607,Roscovitine (CYC-202),-1303.0
6720,PRT062607,Ruxolitinib (INCB018424),-1223.0
6721,PRT062607,S31-201,-360.0
6722,PRT062607,Saracatinib (AZD0530),-1483.0
6723,PRT062607,SB-431542,-774.0
6724,PRT062607,Selinexor,-201.0
6725,PRT062607,Selumetinib (AZD6244),-1450.0
6726,PRT062607,SGX-523,-1330.0
6727,PRT062607,SNS-032 (BMS-387032),-876.0
6728,PRT062607,Sorafenib,-916.0
6729,PRT062607,SR9011,-1064.0
6730,PRT062607,Staurosporine,-630.0
6731,PRT062607,STO609,-1450.0
6732,PRT062607,SU11274,-1276.0
6733,PRT062607,Sunitinib,-947.0
6734,PRT062607,Tandutinib (MLN518),-354.0
6735,PRT062607,TG100-115,-1886.0
6736,PRT062607,TG101348,-331.0
6737,PRT062607,Tivozanib (AV-951),-1533.0
6738,PRT062607,Tofacitinib (CP-690550),-1781.0
6739,PRT062607,Tozasertib (VX-680),-1323.0
6740,PRT062607,Trametinib (GSK1120212),-1669.0
6741,PRT062607,Vandetanib (ZD6474),-1319.0
6742,PRT062607,Vargetef,-924.0
6743,PRT062607,Vatalanib (PTK787),-941.0
6744,PRT062607,Vemurafenib (PLX-4032),-1069.0
6745,PRT062607,Venetoclax,-1199.0
6746,PRT062607,Vismodegib (GDC-0449),-1459.0
6747,PRT062607,Volasertib (BI-6727),-1699.0
6748,PRT062607,VX-745,-1648.0
6749,PRT062607,XAV-939,-1192.0
6750,PRT062607,YM-155,-1188.0
6751,Quizartinib (AC220),RAF265 (CHIR-265),-729.0
6752,Quizartinib (AC220),Rapamycin,-1454.0
6753,Quizartinib (AC220),Regorafenib (BAY 73-4506),1547.0
6754,Quizartinib (AC220),Roscovitine (CYC-202),-790.0
6755,Quizartinib (AC220),Ruxolitinib (INCB018424),-966.0
6756,Quizartinib (AC220),S31-201,-728.0
6757,Quizartinib (AC220),Saracatinib (AZD0530),-1302.0
6758,Quizartinib (AC220),SB-431542,-1218.0
6759,Quizartinib (AC220),Selinexor,-269.0
6760,Quizartinib (AC220),Selumetinib (AZD6244),-745.0
6761,Quizartinib (AC220),SGX-523,-1219.0
6762,Quizartinib (AC220),SNS-032 (BMS-387032),-919.0
6763,Quizartinib (AC220),Sorafenib,1234.0
6764,Quizartinib (AC220),SR9011,-953.0
6765,Quizartinib (AC220),Staurosporine,-406.0
6766,Quizartinib (AC220),STO609,-550.0
6767,Quizartinib (AC220),SU11274,-940.0
6768,Quizartinib (AC220),Sunitinib,1848.0
6769,Quizartinib (AC220),Tandutinib (MLN518),1134.0
6770,Quizartinib (AC220),TG100-115,-776.0
6771,Quizartinib (AC220),TG101348,-501.0
6772,Quizartinib (AC220),Tivozanib (AV-951),-1169.0
6773,Quizartinib (AC220),Tofacitinib (CP-690550),-595.0
6774,Quizartinib (AC220),Tozasertib (VX-680),1535.0
6775,Quizartinib (AC220),Trametinib (GSK1120212),-945.0
6776,Quizartinib (AC220),Vandetanib (ZD6474),1310.0
6777,Quizartinib (AC220),Vargetef,-1471.0
6778,Quizartinib (AC220),Vatalanib (PTK787),1329.0
6779,Quizartinib (AC220),Vemurafenib (PLX-4032),-755.0
6780,Quizartinib (AC220),Venetoclax,-1140.0
6781,Quizartinib (AC220),Vismodegib (GDC-0449),-856.0
6782,Quizartinib (AC220),Volasertib (BI-6727),-653.0
6783,Quizartinib (AC220),VX-745,-1143.0
6784,Quizartinib (AC220),XAV-939,-595.0
